Datum;Tijd;Parameter;Locatie;Bepalingsgrenswaarde;Meting;Eenheid;Bemonsteringshoogte;Referentievlak;
22-10-2008;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0300;mg/l;-100;WATSGL;
5-11-2008;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0300;mg/l;-100;WATSGL;
19-11-2008;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0500;mg/l;-100;WATSGL;
3-12-2008;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0400;mg/l;-100;WATSGL;
17-12-2008;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0600;mg/l;-100;WATSGL;
30-12-2008;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0800;mg/l;-100;WATSGL;
14-1-2009;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,2100;mg/l;-100;WATSGL;
28-1-2009;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,1600;mg/l;-100;WATSGL;
11-2-2009;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,2500;mg/l;-100;WATSGL;
25-2-2009;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,1000;mg/l;-100;WATSGL;
11-3-2009;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0800;mg/l;-100;WATSGL;
25-3-2009;07:50:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0700;mg/l;-100;WATSGL;
8-4-2009;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0200;mg/l;-100;WATSGL;
22-4-2009;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0200;mg/l;-100;WATSGL;
6-5-2009;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0300;mg/l;-100;WATSGL;
20-5-2009;07:50:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0200;mg/l;-100;WATSGL;
3-6-2009;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0200;mg/l;-100;WATSGL;
17-6-2009;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0200;mg/l;-100;WATSGL;
1-7-2009;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0200;mg/l;-100;WATSGL;
15-7-2009;08:15:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;<;0,0100;mg/l;-100;WATSGL;
29-7-2009;07:30:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0100;mg/l;-100;WATSGL;
12-8-2009;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0100;mg/l;-100;WATSGL;
26-8-2009;07:30:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0200;mg/l;-100;WATSGL;
9-9-2009;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;<;0,0100;mg/l;-100;WATSGL;
23-9-2009;07:30:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0300;mg/l;-100;WATSGL;
7-10-2009;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0400;mg/l;-100;WATSGL;
21-10-2009;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0200;mg/l;-100;WATSGL;
4-11-2009;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0400;mg/l;-100;WATSGL;
18-11-2009;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0200;mg/l;-100;WATSGL;
2-12-2009;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0500;mg/l;-100;WATSGL;
16-12-2009;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0700;mg/l;-100;WATSGL;
30-12-2009;08:15:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,1300;mg/l;-100;WATSGL;
13-1-2010;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,1100;mg/l;-100;WATSGL;
27-1-2010;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,1400;mg/l;-100;WATSGL;
10-2-2010;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,1300;mg/l;-100;WATSGL;
24-2-2010;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,1800;mg/l;-100;WATSGL;
10-3-2010;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,1000;mg/l;-100;WATSGL;
24-3-2010;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0700;mg/l;-100;WATSGL;
7-4-2010;07:45:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0500;mg/l;-100;WATSGL;
21-4-2010;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0300;mg/l;-100;WATSGL;
6-5-2010;07:30:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0300;mg/l;-100;WATSGL;
19-5-2010;07:45:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0400;mg/l;-100;WATSGL;
2-6-2010;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0300;mg/l;-100;WATSGL;
16-6-2010;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;<;0,0100;mg/l;-100;WATSGL;
30-6-2010;07:50:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0400;mg/l;-100;WATSGL;
14-7-2010;07:30:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0300;mg/l;-100;WATSGL;
28-7-2010;07:45:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0700;mg/l;-100;WATSGL;
11-8-2010;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0200;mg/l;-100;WATSGL;
25-8-2010;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;<;0,0100;mg/l;-100;WATSGL;
8-9-2010;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0500;mg/l;-100;WATSGL;
22-9-2010;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0100;mg/l;-100;WATSGL;
6-10-2010;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0200;mg/l;-100;WATSGL;
20-10-2010;07:45:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0200;mg/l;-100;WATSGL;
3-11-2010;07:50:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0200;mg/l;-100;WATSGL;
17-11-2010;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0400;mg/l;-100;WATSGL;
1-12-2010;07:55:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0500;mg/l;-100;WATSGL;
15-12-2010;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,1100;mg/l;-100;WATSGL;
29-12-2010;07:55:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,1200;mg/l;-100;WATSGL;
12-1-2011;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,1050;mg/l;-100;WATSGL;
26-1-2011;08:01:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,1430;mg/l;-100;WATSGL;
9-2-2011;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,1380;mg/l;-100;WATSGL;
23-2-2011;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,1090;mg/l;-100;WATSGL;
9-3-2011;07:35:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0520;mg/l;-100;WATSGL;
23-3-2011;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0160;mg/l;-100;WATSGL;
6-4-2011;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0400;mg/l;-100;WATSGL;
20-4-2011;07:45:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0170;mg/l;-100;WATSGL;
3-5-2011;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;<;0,0100;mg/l;-100;WATSGL;
18-5-2011;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0140;mg/l;-100;WATSGL;
31-5-2011;07:45:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0230;mg/l;-100;WATSGL;
15-6-2011;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0160;mg/l;-100;WATSGL;
29-6-2011;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;<;0,0100;mg/l;-100;WATSGL;
13-7-2011;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0370;mg/l;-100;WATSGL;
27-7-2011;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0140;mg/l;-100;WATSGL;
10-8-2011;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0290;mg/l;-100;WATSGL;
24-8-2011;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0330;mg/l;-100;WATSGL;
7-9-2011;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0320;mg/l;-100;WATSGL;
21-9-2011;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0250;mg/l;-100;WATSGL;
5-10-2011;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0160;mg/l;-100;WATSGL;
19-10-2011;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;<;0,0100;mg/l;-100;WATSGL;
2-11-2011;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0230;mg/l;-100;WATSGL;
16-11-2011;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0490;mg/l;-100;WATSGL;
30-11-2011;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0460;mg/l;-100;WATSGL;
14-12-2011;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,1970;mg/l;-100;WATSGL;
28-12-2011;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0590;mg/l;-100;WATSGL;
11-1-2012;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0630;mg/l;-100;WATSGL;
25-1-2012;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,1060;mg/l;-100;WATSGL;
8-2-2012;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,1750;mg/l;-100;WATSGL;
22-2-2012;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,1880;mg/l;-100;WATSGL;
7-3-2012;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0570;mg/l;-100;WATSGL;
21-3-2012;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;<;0,0100;mg/l;-100;WATSGL;
4-4-2012;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;<;0,0100;mg/l;-100;WATSGL;
18-4-2012;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0160;mg/l;-100;WATSGL;
2-5-2012;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0150;mg/l;-100;WATSGL;
15-5-2012;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0210;mg/l;-100;WATSGL;
30-5-2012;07:30:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0110;mg/l;-100;WATSGL;
13-6-2012;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0290;mg/l;-100;WATSGL;
27-6-2012;07:30:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;<;0,0100;mg/l;-100;WATSGL;
11-7-2012;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0100;mg/l;-100;WATSGL;
25-7-2012;07:45:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;<;0,0100;mg/l;-100;WATSGL;
8-8-2012;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;<;0,0100;mg/l;-100;WATSGL;
22-8-2012;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0310;mg/l;-100;WATSGL;
5-9-2012;07:45:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;<;0,0100;mg/l;-100;WATSGL;
19-9-2012;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;<;0,0100;mg/l;-100;WATSGL;
3-10-2012;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0260;mg/l;-100;WATSGL;
17-10-2012;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0210;mg/l;-100;WATSGL;
31-10-2012;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0480;mg/l;-100;WATSGL;
14-11-2012;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0300;mg/l;-100;WATSGL;
28-11-2012;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0580;mg/l;-100;WATSGL;
12-12-2012;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0650;mg/l;-100;WATSGL;
27-12-2012;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0610;mg/l;-100;WATSGL;
9-1-2013;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0390;mg/l;-100;WATSGL;
23-1-2013;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0980;mg/l;-100;WATSGL;
6-2-2013;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0900;mg/l;-100;WATSGL;
20-2-2013;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,1040;mg/l;-100;WATSGL;
6-3-2013;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0760;mg/l;-100;WATSGL;
20-3-2013;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0240;mg/l;-100;WATSGL;
3-4-2013;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0220;mg/l;-100;WATSGL;
17-4-2013;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0560;mg/l;-100;WATSGL;
1-5-2013;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;<;0,0100;mg/l;-100;WATSGL;
