Datum;Tijd;Parameter;Locatie;Bepalingsgrenswaarde;Meting;Eenheid;Bemonsteringshoogte;Referentievlak;
15-5-2013;07:45:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0130;mg/l;-100;WATSGL;
29-5-2013;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0230;mg/l;-100;WATSGL;
12-6-2013;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0270;mg/l;-100;WATSGL;
26-6-2013;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0240;mg/l;-100;WATSGL;
10-7-2013;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;<;0,0100;mg/l;-100;WATSGL;
24-7-2013;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0190;mg/l;-100;WATSGL;
7-8-2013;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0110;mg/l;-100;WATSGL;
21-8-2013;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0140;mg/l;-100;WATSGL;
4-9-2013;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0180;mg/l;-100;WATSGL;
18-9-2013;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0160;mg/l;-100;WATSGL;
2-10-2013;08:10:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0290;mg/l;-100;WATSGL;
16-10-2013;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0230;mg/l;-100;WATSGL;
30-10-2013;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0130;mg/l;-100;WATSGL;
13-11-2013;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0230;mg/l;-100;WATSGL;
27-11-2013;07:50:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0300;mg/l;-100;WATSGL;
11-12-2013;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0340;mg/l;-100;WATSGL;
23-12-2013;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0380;mg/l;-100;WATSGL;
8-1-2014;07:50:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0460;mg/l;-100;WATSGL;
22-1-2014;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0240;mg/l;-100;WATSGL;
5-2-2014;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0190;mg/l;-100;WATSGL;
19-2-2014;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0140;mg/l;-100;WATSGL;
5-3-2014;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0240;mg/l;-100;WATSGL;
19-3-2014;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0110;mg/l;-100;WATSGL;
2-4-2014;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0220;mg/l;-100;WATSGL;
16-4-2014;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0290;mg/l;-100;WATSGL;
30-4-2014;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0660;mg/l;-100;WATSGL;
14-5-2014;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0360;mg/l;-100;WATSGL;
27-5-2014;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0170;mg/l;-100;WATSGL;
11-6-2014;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0940;mg/l;-100;WATSGL;
25-6-2014;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0340;mg/l;-100;WATSGL;
9-7-2014;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0440;mg/l;-100;WATSGL;
23-7-2014;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0600;mg/l;-100;WATSGL;
6-8-2014;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;<;0,0100;mg/l;-100;WATSGL;
20-8-2014;12:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0240;mg/l;-100;WATSGL;
3-9-2014;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0160;mg/l;-100;WATSGL;
17-9-2014;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0260;mg/l;-100;WATSGL;
1-10-2014;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0250;mg/l;-100;WATSGL;
15-10-2014;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0380;mg/l;-100;WATSGL;
29-10-2014;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;<;0,0100;mg/l;-100;WATSGL;
12-11-2014;07:45:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0320;mg/l;-100;WATSGL;
26-11-2014;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0530;mg/l;-100;WATSGL;
10-12-2014;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0860;mg/l;-100;WATSGL;
23-12-2014;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0530;mg/l;-100;WATSGL;
7-1-2015;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,1300;mg/l;-100;WATSGL;
21-1-2015;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0800;mg/l;-100;WATSGL;
4-2-2015;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0900;mg/l;-100;WATSGL;
18-2-2015;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,1300;mg/l;-100;WATSGL;
4-3-2015;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,1000;mg/l;-100;WATSGL;
18-3-2015;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0600;mg/l;-100;WATSGL;
1-4-2015;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,1200;mg/l;-100;WATSGL;
15-4-2015;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0400;mg/l;-100;WATSGL;
29-4-2015;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;<;0,0200;mg/l;-100;WATSGL;
12-5-2015;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0300;mg/l;-100;WATSGL;
27-5-2015;07:20:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;<;0,0200;mg/l;-100;WATSGL;
10-6-2015;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0200;mg/l;-100;WATSGL;
24-6-2015;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0500;mg/l;-100;WATSGL;
8-7-2015;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0200;mg/l;-100;WATSGL;
22-7-2015;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0300;mg/l;-100;WATSGL;
5-8-2015;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0400;mg/l;-100;WATSGL;
19-8-2015;07:45:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,1200;mg/l;-100;WATSGL;
2-9-2015;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0300;mg/l;-100;WATSGL;
16-9-2015;07:45:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0200;mg/l;-100;WATSGL;
30-9-2015;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0200;mg/l;-100;WATSGL;
14-10-2015;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0300;mg/l;-100;WATSGL;
28-10-2015;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0300;mg/l;-100;WATSGL;
11-11-2015;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0400;mg/l;-100;WATSGL;
25-11-2015;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,1000;mg/l;-100;WATSGL;
9-12-2015;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0900;mg/l;-100;WATSGL;
23-12-2015;07:45:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,1400;mg/l;-100;WATSGL;
6-1-2016;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,1310;mg/l;-100;WATSGL;
20-1-2016;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0863;mg/l;-100;WATSGL;
3-2-2016;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,1390;mg/l;-100;WATSGL;
17-2-2016;08:10:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0889;mg/l;-100;WATSGL;
2-3-2016;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,1010;mg/l;-100;WATSGL;
16-3-2016;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0820;mg/l;-100;WATSGL;
30-3-2016;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,1010;mg/l;-100;WATSGL;
13-4-2016;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0481;mg/l;-100;WATSGL;
28-4-2016;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0708;mg/l;-100;WATSGL;
11-5-2016;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0234;mg/l;-100;WATSGL;
25-5-2016;07:45:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0353;mg/l;-100;WATSGL;
8-6-2016;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0342;mg/l;-100;WATSGL;
22-6-2016;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0319;mg/l;-100;WATSGL;
6-7-2016;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0278;mg/l;-100;WATSGL;
20-7-2016;07:45:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0259;mg/l;-100;WATSGL;
3-8-2016;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0514;mg/l;-100;WATSGL;
17-8-2016;07:45:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0271;mg/l;-100;WATSGL;
31-8-2016;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0542;mg/l;-100;WATSGL;
14-9-2016;07:30:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0432;mg/l;-100;WATSGL;
28-9-2016;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0404;mg/l;-100;WATSGL;
12-10-2016;07:50:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0266;mg/l;-100;WATSGL;
26-10-2016;07:30:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,1840;mg/l;-100;WATSGL;
9-11-2016;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,1840;mg/l;-100;WATSGL;
23-11-2016;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,1040;mg/l;-100;WATSGL;
7-12-2016;07:30:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0881;mg/l;-100;WATSGL;
4-1-2017;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,1400;mg/l;-100;WATSGL;
18-1-2017;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,1680;mg/l;-100;WATSGL;
1-2-2017;07:40:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,2820;mg/l;-100;WATSGL;
15-2-2017;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0940;mg/l;-100;WATSGL;
1-3-2017;07:45:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0901;mg/l;-100;WATSGL;
15-3-2017;07:45:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0587;mg/l;-100;WATSGL;
29-3-2017;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0444;mg/l;-100;WATSGL;
12-4-2017;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0352;mg/l;-100;WATSGL;
25-4-2017;07:45:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0228;mg/l;-100;WATSGL;
10-5-2017;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0351;mg/l;-100;WATSGL;
23-5-2017;07:40:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0545;mg/l;-100;WATSGL;
7-6-2017;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0273;mg/l;-100;WATSGL;
21-6-2017;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0235;mg/l;-100;WATSGL;
5-7-2017;07:45:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0260;mg/l;-100;WATSGL;
19-7-2017;07:45:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0558;mg/l;-100;WATSGL;
2-8-2017;07:45:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0333;mg/l;-100;WATSGL;
16-8-2017;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0333;mg/l;-100;WATSGL;
30-8-2017;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0206;mg/l;-100;WATSGL;
13-9-2017;07:45:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0704;mg/l;-100;WATSGL;
27-9-2017;12:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0311;mg/l;-100;WATSGL;
11-10-2017;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0197;mg/l;-100;WATSGL;
25-10-2017;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0240;mg/l;-100;WATSGL;
8-11-2017;07:45:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0270;mg/l;-100;WATSGL;
22-11-2017;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,1340;mg/l;-100;WATSGL;
6-12-2017;07:45:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,0786;mg/l;-100;WATSGL;
20-12-2017;08:00:00;(massa)Concentratie ammonium in Oppervlaktewater uitgedrukt in stikstof / opgeloste fractie in mg/l;Lobith ponton;;0,1050;mg/l;-100;WATSGL;
